T,T1,code,name,boards_T,theme,fb,amount_yi,yizi,open_pct_T1,touched,sealed,zhaban,cont,dead_h,down_h
2026-06-17,2026-06-18,002080,中材科技,3,通信,14,66.99,False,-0.19,False,False,False,False,4,3
2026-06-17,2026-06-18,600353,旭光电子,3,通信,14,11.13,False,8.67,True,True,False,True,4,3
2026-06-17,2026-06-18,601636,旗滨集团,3,芯片,17,5.64,True,-0.92,False,False,False,False,4,3
2026-06-17,2026-06-18,603002,宏昌电子,3,通信,14,18.02,False,1.9,False,False,False,False,4,3
2026-06-17,2026-06-18,603115,海星股份,3,电阻电容,2,5.31,False,5.05,False,False,False,False,4,3
2026-06-17,2026-06-18,603186,华正新材,3,通信,14,36.03,False,-1.45,False,False,False,False,4,3
2026-06-23,2026-06-24,002068,黑猫股份,3,元器件,1,14.44,False,-2.69,False,False,False,False,5,3
2026-06-23,2026-06-24,002167,东方锆业,3,非金属材料,2,19.13,True,0.46,True,True,False,True,5,3
2026-06-23,2026-06-24,002674,兴业科技,3,芯片,9,0.19,True,10.02,True,True,False,True,5,3
2026-06-23,2026-06-24,603407,长裕集团,3,非金属材料,2,8.89,False,-3.39,True,True,False,True,5,3
2026-06-24,2026-06-25,002167,东方锆业,4,非金属材料,1,61.79,False,-0.19,False,False,False,False,5,4
2026-06-24,2026-06-25,002674,兴业科技,4,芯片,28,0.55,True,9.99,True,True,False,True,5,4
2026-06-24,2026-06-25,603407,长裕集团,4,非金属材料,1,7.52,False,4.66,True,False,True,False,5,4
2026-06-29,2026-06-30,002568,百润股份,2,酿酒,0,6.85,False,-0.58,False,False,False,False,6,2
2026-06-29,2026-06-30,603155,新亚强,2,芯片,22,8.93,False,-4.56,True,False,True,False,6,2
2026-06-29,2026-06-30,603163,圣晖集成,2,芯片,22,12.34,False,2.59,False,False,False,False,6,2
2026-06-29,2026-06-30,603928,兴业股份,2,芯片,22,2.22,False,7.43,True,True,False,True,6,2
2026-06-29,2026-06-30,688432,有研硅,2,光伏,0,32.94,False,3.83,False,False,False,False,6,2
2026-06-30,2026-07-01,000017,深中华A,2,黄金,0,1.8,False,-0.98,False,False,False,False,3,2
2026-06-30,2026-07-01,000566,海南海药,2,医药,1,8.94,False,-1.8,True,True,False,True,3,2
2026-06-30,2026-07-01,001229,魅视科技,2,物理AI,1,1.23,False,0.0,False,False,False,False,3,2
2026-06-30,2026-07-01,002208,合肥城建,2,芯片,29,25.06,False,2.72,False,False,False,False,3,2
2026-06-30,2026-07-01,002407,多氟多,2,芯片,29,93.93,False,9.1,True,True,False,True,3,2
2026-06-30,2026-07-01,002628,成都路桥,2,机器人概念,26,3.14,False,0.19,False,False,False,False,3,2
2026-06-30,2026-07-01,600113,浙江东日,2,零售,0,3.58,False,7.26,True,True,False,True,3,2
2026-06-30,2026-07-01,603061,金海通,2,芯片,29,18.93,False,0.55,False,False,False,False,3,2
2026-06-30,2026-07-01,603222,济民健康,2,医药,1,0.81,False,6.51,False,False,False,False,3,2
2026-06-30,2026-07-01,603459,红板科技,2,通信,9,33.37,False,-2.08,False,False,False,False,3,2
2026-06-30,2026-07-01,603950,长源东谷,2,发电机,0,3.94,False,4.8,True,False,True,False,3,2
2026-07-01,2026-07-02,000603,盛达资源,2,中报增长,4,12.67,False,4.76,False,False,False,False,3,2
2026-07-01,2026-07-02,001331,胜通能源,2,机器人概念,19,8.61,False,1.66,False,False,False,False,3,2
2026-07-01,2026-07-02,002167,东方锆业,2,非金属材料,0,39.66,False,-3.17,True,False,True,False,3,2
2026-07-01,2026-07-02,002273,水晶光电,2,芯片,16,5.73,True,2.49,False,False,False,False,3,2
2026-07-01,2026-07-02,002396,星网锐捷,2,通信,4,8.74,False,0.95,False,False,False,False,3,2
2026-07-01,2026-07-02,002747,埃斯顿,2,机器人概念,19,21.97,False,4.26,False,False,False,False,3,2
2026-07-01,2026-07-02,002929,润建股份,2,算力,5,29.19,False,-2.15,False,False,False,False,3,2
2026-07-01,2026-07-02,600076,康欣新材,2,芯片,16,0.89,False,2.2,False,False,False,False,3,2
2026-07-01,2026-07-02,600641,先导基电,2,芯片,16,54.71,False,10.01,True,True,False,True,3,2
2026-07-01,2026-07-02,603120,肯特催化,2,化工,8,3.84,False,-2.1,False,False,False,False,3,2
2026-07-01,2026-07-02,603212,赛伍技术,2,光伏,1,4.92,False,-0.45,False,False,False,False,3,2
2026-07-01,2026-07-02,603991,领先股份,2,芯片,16,21.03,False,-3.39,False,False,False,False,3,2
2026-07-01,2026-07-02,688728,格科微,2,芯片,16,42.98,False,-4.95,False,False,False,False,3,2
2026-07-03,2026-07-06,600793,宜宾纸业,3,造纸,0,0.59,True,9.93,True,True,False,True,4,3
2026-07-03,2026-07-06,603559,中通国脉,3,ST摘帽,3,1.41,False,-0.1,False,False,False,False,4,3
2026-07-03,2026-07-06,605189,富春染织,3,机器人概念,41,3.56,False,3.8,False,False,False,False,4,3
2026-07-08,2026-07-09,001229,魅视科技,2,物理AI,0,0.48,True,9.81,True,False,True,False,5,2
2026-07-08,2026-07-09,001365,天海电子,2,机器人概念,2,9.73,False,-4.02,False,False,False,False,5,2
2026-07-08,2026-07-09,002841,视源股份,2,中报增长,3,13.48,False,-4.81,True,True,False,True,5,2
2026-07-08,2026-07-09,002951,金时科技,2,元器件,0,4.07,False,0.67,False,False,False,False,5,2
2026-07-09,2026-07-10,002490,山东墨龙,2,石油石化,0,6.8,False,-4.69,False,False,False,False,3,2
2026-07-09,2026-07-10,603928,兴业股份,2,芯片,34,11.72,False,-3.56,True,False,True,False,3,2
2026-07-10,2026-07-13,000892,欢瑞世纪,2,AI应用,4,5.75,False,5.0,True,False,True,False,3,2
2026-07-10,2026-07-13,001395,亚联机械,2,中报增长,9,1.08,False,0.59,True,True,False,True,3,2
2026-07-10,2026-07-13,002346,柘中股份,2,智能电网,2,2.06,False,-1.65,False,False,False,False,3,2
2026-07-10,2026-07-13,002829,星网宇达,2,中报增长,9,2.8,False,4.51,True,False,True,False,3,2
2026-07-10,2026-07-13,003020,立方制药,2,医药,8,3.24,False,6.94,True,True,False,True,3,2
2026-07-10,2026-07-13,600992,贵绳股份,2,商业航天,23,1.78,False,10.05,True,True,False,True,3,2
2026-07-14,2026-07-15,001388,信通电子,2,机器人概念,7,1.02,False,4.88,True,True,False,True,3,2
2026-07-14,2026-07-15,002379,宏桥控股,2,中报增长,24,18.28,False,3.49,False,False,False,False,3,2
2026-07-17,2026-07-20,000676,智度股份,3,端侧AI,0,17.23,False,-4.24,False,False,False,False,5,3
2026-07-17,2026-07-20,600162,香江控股,3,算力,0,11.16,False,-9.8,False,False,False,False,5,3
2026-07-20,2026-07-21,000037,深南电A,2,电力,12,7.47,False,-3.16,False,False,False,False,3,2
2026-07-20,2026-07-21,600236,桂冠电力,2,电力,12,8.49,False,0.0,False,False,False,False,3,2
2026-07-20,2026-07-21,600644,乐山电力,2,电力,12,6.71,False,-0.61,False,False,False,False,3,2
2026-07-20,2026-07-21,600722,金牛化工,2,化工,1,4.52,False,1.92,False,False,False,False,3,2
2026-07-20,2026-07-21,600744,华银电力,2,电力,12,11.26,False,6.71,True,True,False,True,3,2
2026-07-24,2026-07-27,002879,长缆科技,4,智能电网,0,3.69,False,-1.77,True,True,False,True,6,4
2026-07-28,2026-07-29,000428,华天酒店,2,旅游,0,1.13,False,10.08,True,True,False,True,5,2
2026-07-28,2026-07-29,000566,海南海药,2,脑机接口,3,4.64,False,-2.06,False,False,False,False,5,2
2026-07-28,2026-07-29,001358,兴欣新材,2,芯片,10,0.71,False,3.02,True,True,False,True,5,2
2026-07-28,2026-07-29,003032,传智教育,2,AI应用,9,2.26,False,9.97,True,True,False,True,5,2
2026-07-28,2026-07-29,605068,明新旭腾,2,机器人概念,1,0.82,False,9.99,True,True,False,True,5,2
2026-07-29,2026-07-30,000428,华天酒店,3,旅游,0,1.75,False,9.9,True,False,True,False,4,3
2026-07-29,2026-07-30,003032,传智教育,3,AI应用,4,0.77,True,7.14,True,True,False,True,4,3
2026-07-29,2026-07-30,605068,明新旭腾,3,机器人概念,5,1.05,False,9.99,True,True,False,True,4,3
