T,T1,code,name,boards,theme,rank,fb,yizi,amt,amt_rank_layer,n_same_theme_tier,n_theme_ge2,first_seal_sec,seal_rank_theme,anchor_type,down_h,dead_h,is_anchor,cont,score,pts_rank,pts_seal_time,pts_seal_rank,pts_is_anchor,pts_yizi,pts_down_h,pts_anchor_type,pts_theme_compete,pts_amt_rank,score_rank,quintile
2025-11-27,2025-11-28,000510,新金路,3,有色金属,18,0,0,8.19,1,1,1,-300,1,anchor_nat_yizi,3,5,0,0,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,122,3
2025-12-04,2025-12-05,603696,安记食品,3,食品饮料,12,0,0,8.17,1,1,1,24,1,anchor_nat_yizi,3,6,0,1,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,123,3
2026-03-03,2026-03-04,600108,亚盛集团,3,有色金属,11,0,0,22.49,1,1,1,115,1,anchor_nat_yizi,3,3,0,1,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,124,3
2026-04-15,2026-04-16,002124,天邦食品,3,农业,22,0,0,12.11,1,1,1,138,1,anchor_nat_yizi,3,6,0,0,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,125,3
2026-04-20,2026-04-21,603268,松发股份,3,ST摘帽,14,1,0,17.45,1,1,1,279,1,anchor_nat_yizi,3,7,0,0,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,126,3
2026-04-24,2026-04-27,001234,泰慕士,3,服装家纺,19,0,0,4.51,1,1,1,1005,1,anchor_nat_yizi,3,5,0,0,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,127,3
2026-06-02,2026-06-03,600280,中央商场,3,零售,16,0,0,5.52,1,1,1,1557,1,anchor_nat_yizi,3,4,0,0,66.32,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,6.18,128,3
2026-04-01,2026-04-02,002560,通达股份,2,年报增长,7,2,0,9.81,2,1,1,192,1,anchor_reorg,2,4,0,1,65.88,2.21,0.0,14.71,2.21,8.24,2.06,10.0,17.65,8.82,129,3
2026-06-09,2026-06-10,603929,亚翔集成,2,芯片,2,26,0,6.72,6,1,1,150,1,anchor_reorg,2,6,0,0,65.88,7.5,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,130,3
2026-07-14,2026-07-15,001388,信通电子,2,机器人概念,2,7,0,1.02,4,1,1,162,1,anchor_reorg,2,3,0,1,65.88,7.5,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,131,3
2026-07-28,2026-07-29,003032,传智教育,2,AI应用,2,9,0,2.26,8,1,1,1074,1,anchor_reorg,2,5,0,1,65.88,7.5,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,132,3
2026-02-05,2026-02-06,600683,京投发展,3,地产链,22,0,0,4.46,1,1,1,132,1,anchor_reorg,3,4,0,0,65.74,0.88,0.0,14.71,2.21,8.24,5.88,10.0,17.65,6.18,133,3
2026-01-30,2026-02-02,002995,天地在线,2,人工智能,4,4,0,19.15,1,1,1,579,1,anchor_nat_yizi,2,8,0,0,65.59,3.97,0.0,14.71,2.21,8.24,2.06,10.59,17.65,6.18,134,3
2026-03-02,2026-03-03,002155,湖南黄金,2,黄金,4,5,0,107.3,1,1,1,17391,1,anchor_nat_yizi,2,4,0,0,65.59,3.97,0.0,14.71,2.21,8.24,2.06,10.59,17.65,6.18,135,3
2026-03-16,2026-03-17,603929,亚翔集成,2,芯片,1,7,0,14.1,2,1,1,1148,1,anchor_two,2,4,0,1,65.44,8.82,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,136,3
2026-07-09,2026-07-10,603928,兴业股份,2,芯片,1,34,0,11.72,2,1,1,147,1,anchor_two,2,3,0,0,65.44,8.82,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,137,3
2026-02-25,2026-02-26,600759,洲际油气,2,石油石化,21,0,0,54.8,2,1,1,1564,1,anchor_nat_yizi,2,4,0,0,65.15,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,8.82,138,3
2026-04-20,2026-04-21,600156,华升股份,3,算力,3,4,0,3.57,3,1,4,76,3,anchor_nat_yizi,3,7,0,0,65.15,7.5,0.0,5.15,2.21,8.24,5.88,10.59,17.65,7.94,139,3
2026-05-21,2026-05-22,000518,四环生物,2,ST摘帽,8,1,0,6.65,3,1,1,177,1,anchor_reorg,2,4,0,1,65.0,2.21,0.0,14.71,2.21,8.24,2.06,10.0,17.65,7.94,140,3
2026-06-03,2026-06-04,600367,红星发展,3,元器件,10,1,0,5.52,4,1,1,78,1,anchor_nat_yizi,3,3,0,1,65.0,2.21,0.0,14.71,2.21,8.24,5.88,10.59,17.65,3.53,141,3
2026-07-28,2026-07-29,002310,东方新能,2,电力,5,2,0,10.64,1,1,1,1845,1,anchor_reorg,2,5,0,0,65.0,3.97,0.0,14.71,2.21,8.24,2.06,10.0,17.65,6.18,142,3
2025-10-14,2025-10-15,000969,安泰科技,4,稀土永磁,21,0,0,13.1,1,1,2,-300,1,anchor_nat_yizi,4,4,0,0,64.85,0.88,0.0,14.71,2.21,8.24,4.41,10.59,17.65,6.18,143,3
2025-12-16,2025-12-17,001208,华菱线缆,4,商业航天,3,5,0,14.05,1,1,3,15,2,anchor_nat_yizi,4,6,0,0,64.85,7.5,0.0,8.09,2.21,8.24,4.41,10.59,17.65,6.18,144,3
2026-05-14,2026-05-15,002208,合肥城建,3,芯片,1,10,0,18.88,1,1,3,861,3,anchor_nat_yizi,3,6,0,0,64.71,8.82,0.0,5.15,2.21,8.24,5.88,10.59,17.65,6.18,145,3
2025-10-15,2025-10-16,002942,新农股份,2,化工,23,0,0,3.09,2,1,1,1095,1,anchor_reorg,2,4,0,1,64.56,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,8.82,146,3
2026-03-12,2026-03-13,600722,金牛化工,2,化工,1,9,0,24.41,3,1,1,3563,1,anchor_two,2,4,0,1,64.56,8.82,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,147,3
2026-03-12,2026-03-13,601868,中国能建,2,智能电网,4,3,0,174.58,1,1,1,14602,1,anchor_two,2,4,1,0,64.56,3.97,0.0,14.71,8.82,8.24,2.06,2.94,17.65,6.18,148,3
2026-05-27,2026-05-28,002579,中京电子,2,通信,6,2,0,16.91,1,1,1,-241,1,anchor_two,2,3,1,1,64.56,3.97,0.0,14.71,8.82,8.24,2.06,2.94,17.65,6.18,149,3
2026-06-15,2026-06-16,601696,中银证券,2,证券,33,0,0,16.55,2,1,1,488,1,anchor_reorg,2,4,0,0,64.56,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,8.82,150,3
2025-12-22,2025-12-23,002788,鹭燕医药,4,医药,22,0,0,17.02,1,1,1,180,1,anchor_reorg,4,4,0,1,64.26,0.88,0.0,14.71,2.21,8.24,4.41,10.0,17.65,6.18,151,3
2026-01-30,2026-02-02,603103,横店影视,2,文化传媒,16,0,0,3.1,3,1,1,465,1,anchor_nat_yizi,2,8,0,1,64.26,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,7.94,152,3
2026-02-25,2026-02-26,000636,风华高科,2,元器件,21,0,0,44.42,3,1,1,72,1,anchor_nat_yizi,2,4,0,0,64.26,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,7.94,153,3
2026-07-01,2026-07-02,002167,东方锆业,2,非金属材料,43,0,0,39.66,3,1,1,135,1,anchor_nat_yizi,2,3,0,0,64.26,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,7.94,154,3
2025-10-15,2025-10-16,000626,远大控股,2,食品饮料,23,0,0,3.03,3,1,1,-300,1,anchor_reorg,2,4,0,1,63.68,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,7.94,155,3
2025-11-25,2025-11-26,001296,长江材料,3,3D打印,25,0,0,2.58,4,1,1,15,1,anchor_nat_yizi,3,7,0,0,63.68,0.88,0.0,14.71,2.21,8.24,5.88,10.59,17.65,3.53,156,3
2025-12-30,2025-12-31,603278,大业股份,5,商业航天,2,6,0,4.06,1,1,2,-269,2,anchor_nat_yizi,5,8,0,1,63.68,7.5,0.0,8.09,2.21,8.24,3.24,10.59,17.65,6.18,157,3
2026-04-01,2026-04-02,605162,新中港,2,电力,24,0,0,6.64,3,1,1,3175,1,anchor_reorg,2,4,0,1,63.68,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,7.94,158,3
2026-06-09,2026-06-10,001696,宗申动力,2,低空经济,15,1,0,11.9,3,1,1,462,1,anchor_reorg,2,6,0,0,63.68,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,7.94,159,3
2026-06-15,2026-06-16,000506,招金黄金,2,黄金,33,0,0,9.1,3,1,1,960,1,anchor_reorg,2,4,0,0,63.68,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,7.94,160,3
2026-04-01,2026-04-02,002821,凯莱英,2,医药,1,10,0,22.37,1,1,2,3726,2,anchor_reorg,2,4,0,0,63.24,8.82,0.0,8.09,2.21,8.24,2.06,10.0,17.65,6.18,161,3
2026-05-20,2026-05-21,605288,凯迪股份,2,机器人概念,2,4,0,4.81,3,1,1,17617,1,anchor_two,2,4,0,0,63.24,7.5,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,162,3
2026-06-30,2026-07-01,603459,红板科技,2,通信,3,9,0,33.37,3,1,1,16353,1,anchor_two,2,3,0,0,63.24,7.5,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,163,3
2025-12-12,2025-12-15,603929,亚翔集成,2,芯片,4,6,0,7.07,5,1,1,12947,1,anchor_nat_yizi,2,5,0,0,62.94,3.97,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,164,3
2026-03-02,2026-03-03,600498,烽火通信,2,通信,4,5,0,19.84,6,1,1,149,1,anchor_nat_yizi,2,4,0,0,62.94,3.97,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,165,3
2026-07-01,2026-07-02,002929,润建股份,2,算力,6,5,0,29.19,5,1,1,12621,1,anchor_nat_yizi,2,3,0,0,62.94,3.97,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,166,3
2026-06-11,2026-06-12,002971,和远气体,3,芯片,1,19,0,12.49,1,2,5,-300,1,anchor_nat_yizi,3,4,0,1,62.79,8.82,0.0,14.71,2.21,8.24,5.88,10.59,6.18,6.18,167,3
2026-07-03,2026-07-06,603559,中通国脉,3,ST摘帽,4,3,0,1.41,2,1,4,232,3,anchor_nat_yizi,3,4,0,0,62.5,3.97,0.0,5.15,2.21,8.24,5.88,10.59,17.65,8.82,168,3
2026-07-08,2026-07-09,301251,威尔高,2,电源,20,0,0,13.54,1,1,1,33,1,anchor_nat_yizi,2,5,0,0,62.5,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,6.18,169,3
2026-03-03,2026-03-04,603353,和顺石油,3,石油石化,3,4,0,9.82,3,1,23,128,8,anchor_nat_yizi,3,3,0,0,62.21,7.5,0.0,2.21,2.21,8.24,5.88,10.59,17.65,7.94,170,3
2025-10-15,2025-10-16,600403,大有能源,2,煤炭,23,0,0,4.22,1,1,1,315,1,anchor_reorg,2,4,0,1,61.91,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,6.18,171,3
2026-05-21,2026-05-22,002442,龙星科技,2,化工,15,0,0,9.88,1,1,1,534,1,anchor_reorg,2,4,0,1,61.91,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,6.18,172,3
2026-03-11,2026-03-12,600172,黄河旋风,2,金刚石概念,20,0,0,28.66,1,1,1,150,1,anchor_two,2,5,1,0,61.47,0.88,0.0,14.71,8.82,8.24,2.06,2.94,17.65,6.18,173,3
2026-05-20,2026-05-21,002782,可立克,2,智能电网,19,0,0,12.76,1,1,1,429,1,anchor_two,2,4,1,0,61.47,0.88,0.0,14.71,8.82,8.24,2.06,2.94,17.65,6.18,174,3
2026-01-26,2026-01-27,688323,瑞华泰,2,商业航天,7,2,0,8.31,7,1,1,636,1,anchor_nat_yizi,2,18,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,175,3
2026-03-02,2026-03-03,600452,涪陵电力,2,电力,10,1,0,12.15,9,1,1,34,1,anchor_nat_yizi,2,4,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,176,3
2026-03-02,2026-03-03,603318,水发燃气,2,天然气,7,2,0,6.88,15,1,1,129,1,anchor_nat_yizi,2,4,0,1,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,177,4
2026-03-02,2026-03-03,603629,利通电子,2,算力,10,1,0,27.9,5,1,1,2333,1,anchor_nat_yizi,2,4,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,178,4
2026-03-02,2026-03-03,603738,泰晶科技,2,元器件,10,1,0,17.07,7,1,1,12966,1,anchor_nat_yizi,2,4,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,179,4
2026-03-02,2026-03-03,603897,长城科技,2,智能电网,7,2,0,6.23,16,1,1,651,1,anchor_nat_yizi,2,4,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,180,4
2026-07-01,2026-07-02,000603,盛达资源,2,中报增长,7,4,0,12.67,9,1,1,2295,1,anchor_nat_yizi,2,3,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,181,4
2026-07-01,2026-07-02,002396,星网锐捷,2,通信,7,4,0,8.74,11,1,1,177,1,anchor_nat_yizi,2,3,0,0,61.18,2.21,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,182,4
2025-12-24,2025-12-25,600179,安通控股,3,海南,9,1,0,15.5,1,1,2,1164,2,anchor_nat_yizi,3,5,0,1,61.03,2.21,0.0,8.09,2.21,8.24,5.88,10.59,17.65,6.18,183,4
2025-10-15,2025-10-16,600819,耀皮玻璃,2,光伏,7,2,0,2.7,4,1,1,185,1,anchor_reorg,2,4,0,0,60.59,2.21,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,184,4
2026-03-31,2026-04-01,301008,宏昌科技,2,两轮车,5,3,0,11.59,2,1,1,13341,1,anchor_two,2,5,0,0,60.59,3.97,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,185,4
2026-06-15,2026-06-16,001359,平安电工,2,化工,7,4,0,6.53,4,1,1,15321,1,anchor_reorg,2,4,0,0,60.59,2.21,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,186,4
2026-07-10,2026-07-13,000887,中鼎股份,2,机器人概念,4,7,0,22.34,2,1,1,123,1,anchor_two,2,3,0,0,60.59,3.97,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,187,4
2026-07-28,2026-07-29,603389,亚振家居,2,ST摘帽,9,1,0,1.33,10,1,1,870,1,anchor_reorg,2,5,0,0,60.59,2.21,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,188,4
2026-03-31,2026-04-01,000008,神州高铁,2,轨道交通,1,4,0,5.24,4,1,1,78,1,anchor_two,2,5,0,0,60.15,8.82,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,189,4
2026-07-10,2026-07-13,600992,贵绳股份,2,商业航天,1,23,0,1.78,7,1,1,2008,1,anchor_two,2,3,0,1,60.15,8.82,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,190,4
2025-12-12,2025-12-15,000890,法尔胜,2,通信,11,1,0,3.18,8,1,1,87,1,anchor_nat_yizi,2,5,0,1,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,191,4
2025-12-12,2025-12-15,600865,百大集团,2,零售,20,0,0,6.69,6,1,1,14561,1,anchor_nat_yizi,2,5,0,1,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,192,4
2025-12-12,2025-12-15,600936,广西广电,2,机器人概念,11,1,0,6.57,7,1,1,1151,1,anchor_nat_yizi,2,5,0,1,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,193,4
2026-01-15,2026-01-16,605287,德才股份,2,基础建设,23,0,0,4.57,7,1,1,61,1,anchor_nat_yizi,2,5,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,194,4
2026-01-26,2026-01-27,002667,威领股份,2,锂电池,19,0,0,2.43,11,1,1,177,1,anchor_nat_yizi,2,18,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,195,4
2026-01-26,2026-01-27,003042,中农联合,2,农业,19,0,0,5.65,10,1,1,858,1,anchor_nat_yizi,2,18,0,1,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,196,4
2026-02-25,2026-02-26,601872,招商轮船,2,航运,21,0,0,30.87,4,1,1,202,1,anchor_nat_yizi,2,4,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,197,4
2026-05-26,2026-05-27,000509,华塑控股,2,新型工业化,17,0,0,3.73,5,1,1,54,1,anchor_nat_yizi,2,4,0,1,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,198,4
2026-05-26,2026-05-27,003036,泰坦股份,2,通信,3,3,0,11.04,4,1,2,13311,2,anchor_nat_yizi,2,4,0,0,59.85,7.5,0.0,8.09,2.21,8.24,2.06,10.59,17.65,3.53,199,4
2026-06-01,2026-06-02,600280,中央商场,2,零售,38,0,0,2.93,7,1,1,128,1,anchor_nat_yizi,2,5,0,1,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,200,4
2026-07-01,2026-07-02,002053,云南能投,2,电力,23,1,0,2.38,17,1,1,315,1,anchor_nat_yizi,2,3,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,201,4
2026-07-01,2026-07-02,600783,鲁信创投,2,商业航天,23,1,0,10.46,10,1,1,977,1,anchor_nat_yizi,2,3,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,202,4
2026-07-01,2026-07-02,603212,赛伍技术,2,光伏,23,1,0,4.92,15,1,1,12722,1,anchor_nat_yizi,2,3,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,203,4
2026-07-08,2026-07-09,002951,金时科技,2,元器件,20,0,0,4.07,4,1,1,15543,1,anchor_nat_yizi,2,5,0,0,59.85,0.88,0.0,14.71,2.21,8.24,2.06,10.59,17.65,3.53,204,4
2026-03-31,2026-04-01,600502,安徽建工,2,基础建设,5,3,0,9.49,3,1,1,2396,1,anchor_two,2,5,0,0,59.71,3.97,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,205,4
2026-07-17,2026-07-20,000676,智度股份,3,端侧AI,13,0,0,17.23,1,1,2,63,2,anchor_nat_yizi,3,5,0,0,59.71,0.88,0.0,8.09,2.21,8.24,5.88,10.59,17.65,6.18,206,4
2026-05-06,2026-05-07,002081,金螳螂,4,商业航天,8,2,0,17.21,1,1,2,672,2,anchor_nat_yizi,4,4,0,1,59.56,2.21,0.0,8.09,2.21,8.24,4.41,10.59,17.65,6.18,207,4
2025-10-15,2025-10-16,600617,国新能源,2,天然气,23,0,0,2.4,5,1,1,81,1,anchor_reorg,2,4,0,0,59.26,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,208,4
2026-06-15,2026-06-16,605198,安德利,2,食品饮料,33,0,0,4.71,5,1,1,194,1,anchor_reorg,2,4,0,1,59.26,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,209,4
2026-07-28,2026-07-29,000428,华天酒店,2,旅游,21,0,0,1.13,11,1,1,195,1,anchor_reorg,2,5,0,1,59.26,0.88,0.0,14.71,2.21,8.24,2.06,10.0,17.65,3.53,210,4
2026-03-11,2026-03-12,600108,亚盛集团,2,农业,8,1,0,23.83,2,1,1,1726,1,anchor_two,2,5,0,0,58.82,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,211,4
2026-03-11,2026-03-12,603421,鼎信通讯,2,智能电网,3,4,0,9.69,6,1,1,74,1,anchor_two,2,5,0,0,58.82,7.5,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,212,4
2026-06-30,2026-07-01,002628,成都路桥,2,机器人概念,2,26,0,3.14,13,1,1,3756,1,anchor_two,2,3,0,0,58.82,7.5,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,213,4
2026-07-10,2026-07-13,003020,立方制药,2,医药,3,8,0,3.24,4,1,1,1092,1,anchor_two,2,3,0,1,58.82,7.5,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,214,4
2026-06-15,2026-06-16,603738,泰晶科技,2,通信,1,37,0,47.5,1,2,2,-263,1,anchor_reorg,2,4,0,0,58.38,8.82,0.0,14.71,2.21,8.24,2.06,10.0,6.18,6.18,215,4
2026-03-11,2026-03-12,000839,国安股份,2,AI应用,8,1,0,23.19,3,1,1,0,1,anchor_two,2,5,0,0,57.94,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,216,4
2026-03-16,2026-03-17,600227,赤天化,2,化工,4,2,0,20.9,1,1,2,90,2,anchor_two,2,4,1,1,57.94,3.97,0.0,8.09,8.82,8.24,2.06,2.94,17.65,6.18,217,4
2026-03-16,2026-03-17,603248,锡华科技,2,风电,10,1,0,11.8,3,1,1,18981,1,anchor_two,2,4,0,1,57.94,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,218,4
2026-07-24,2026-07-27,002879,长缆科技,4,智能电网,11,0,0,3.69,1,1,5,-300,2,anchor_reorg,4,6,0,1,57.65,0.88,0.0,8.09,2.21,8.24,4.41,10.0,17.65,6.18,219,4
2025-12-24,2025-12-25,603696,安记食品,3,海峡两岸,2,8,0,6.1,2,2,2,97,2,anchor_nat_yizi,3,5,0,0,57.5,7.5,0.0,8.09,2.21,8.24,5.88,10.59,6.18,8.82,220,4
2026-05-20,2026-05-21,600563,法拉电子,2,元器件,19,0,0,12.4,2,1,1,224,1,anchor_two,2,4,0,0,57.5,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,221,4
2026-06-29,2026-06-30,688432,有研硅,2,光伏,34,0,0,32.94,2,1,1,14480,1,anchor_two,2,6,0,0,57.5,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,8.82,222,4
2026-07-28,2026-07-29,002173,创新医疗,2,脑机接口,3,3,0,8.44,2,4,4,0,1,anchor_reorg,2,5,0,0,57.06,7.5,0.0,14.71,2.21,8.24,2.06,10.0,3.53,8.82,223,4
2026-05-27,2026-05-28,001257,盛龙股份,2,有色金属,21,0,0,11.15,3,1,1,519,1,anchor_two,2,3,0,0,56.62,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,224,4
2026-07-09,2026-07-10,002490,山东墨龙,2,石油石化,18,0,0,6.8,3,1,1,5643,1,anchor_two,2,3,0,0,56.62,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,7.94,225,4
2026-07-01,2026-07-02,002747,埃斯顿,2,机器人概念,1,19,0,21.97,6,2,2,108,1,anchor_nat_yizi,2,3,0,0,56.32,8.82,0.0,14.71,2.21,8.24,2.06,10.59,6.18,3.53,226,4
2026-05-12,2026-05-13,600683,京投发展,3,并购重组,9,1,0,16.64,1,2,1,14751,1,anchor_nat_yizi,3,5,0,0,56.18,2.21,0.0,14.71,2.21,8.24,5.88,10.59,6.18,6.18,227,4
2025-12-10,2025-12-11,000905,厦门港务,4,海峡两岸,15,0,0,22.89,1,1,5,117,3,anchor_nat_yizi,4,6,0,0,55.29,0.88,0.0,5.15,2.21,8.24,4.41,10.59,17.65,6.18,228,4
2026-03-11,2026-03-12,603803,瑞斯康达,2,通信,4,3,0,5.49,8,1,1,-249,1,anchor_two,2,5,0,0,55.29,3.97,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,229,4
2026-05-27,2026-05-28,002771,真视通,2,算力,6,2,0,5.69,5,1,1,234,1,anchor_two,2,3,0,0,55.29,3.97,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,230,4
2026-03-02,2026-03-03,000035,中国天楹,2,化工,2,9,0,9.63,10,2,2,-300,1,anchor_nat_yizi,2,4,0,0,55.0,7.5,0.0,14.71,2.21,8.24,2.06,10.59,6.18,3.53,231,4
2026-07-01,2026-07-02,603379,三美股份,2,化工,3,8,0,35.91,4,2,2,89,1,anchor_nat_yizi,2,3,0,0,55.0,7.5,0.0,14.71,2.21,8.24,2.06,10.59,6.18,3.53,232,4
2026-06-29,2026-06-30,603650,彤程新材,2,芯片,2,22,0,56.57,1,6,6,85,1,anchor_two,2,6,1,0,53.97,7.5,0.0,14.71,8.82,8.24,2.06,2.94,3.53,6.18,233,4
2026-07-10,2026-07-13,002414,高德红外,2,中报增长,2,9,0,29.79,1,3,3,-300,1,anchor_two,2,3,1,0,53.97,7.5,0.0,14.71,8.82,8.24,2.06,2.94,3.53,6.18,234,4
2025-11-25,2025-11-26,000892,欢瑞世纪,3,人工智能,3,7,0,6.82,3,2,3,180,3,anchor_nat_yizi,3,7,0,1,53.68,7.5,0.0,5.15,2.21,8.24,5.88,10.59,6.18,7.94,235,4
2026-05-20,2026-05-21,003004,声迅股份,2,ST摘帽,9,1,0,2.1,4,1,1,3270,1,anchor_two,2,4,0,0,53.53,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,236,5
2026-06-30,2026-07-01,603033,三维股份,2,化工,7,4,0,1.29,15,1,1,481,1,anchor_two,2,3,0,0,53.53,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,237,5
2026-07-10,2026-07-13,002346,柘中股份,2,智能电网,9,2,0,2.06,6,1,1,36,1,anchor_two,2,3,0,0,53.53,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,238,5
2026-07-20,2026-07-21,600722,金牛化工,2,化工,8,1,0,4.52,6,1,1,346,1,anchor_two,2,3,0,0,53.53,2.21,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,239,5
2026-06-01,2026-06-02,301439,泓淋电力,2,通信,19,1,0,12.44,6,1,2,1992,2,anchor_nat_yizi,2,5,0,0,53.24,0.88,0.0,8.09,2.21,8.24,2.06,10.59,17.65,3.53,240,5
2026-07-28,2026-07-29,002309,中利集团,2,智能电网,21,0,0,5.39,4,1,2,72,2,anchor_reorg,2,5,0,0,52.65,0.88,0.0,8.09,2.21,8.24,2.06,10.0,17.65,3.53,241,5
2026-03-11,2026-03-12,600769,祥龙电业,2,水务,20,0,0,5.91,7,1,1,5922,1,anchor_two,2,5,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,242,5
2026-03-12,2026-03-13,601330,绿色动力,2,垃圾发电,21,0,0,9.95,4,1,1,215,1,anchor_two,2,4,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,243,5
2026-03-16,2026-03-17,600683,京投发展,2,地产链,21,0,0,2.31,4,1,1,294,1,anchor_two,2,4,0,1,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,244,5
2026-03-31,2026-04-01,002634,棒杰股份,2,光伏,14,1,0,3.12,6,1,1,96,1,anchor_two,2,5,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,245,5
2026-06-29,2026-06-30,002568,百润股份,2,酿酒,34,0,0,6.85,7,1,1,4617,1,anchor_two,2,6,0,0,52.21,0.88,0.0,14.71,2.21,8.24,2.06,2.94,17.65,3.53,246,5
