family,filters,outcome,n,wins,rate,h1_n,h1_w,h1,h2_n,h2_w,h2,claim
alt_plus,ge3_seal02_tn8+suc8,hold_touch3,23,18,0.7826,15,12,0.8000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+suc8,open_up,18,4,0.2222,12,3,0.2500,6,1,0.1667,False
alt_plus,ge3_seal02_tn8+suc8,open_flat,18,11,0.6111,12,8,0.6667,6,3,0.5000,False
alt_plus,ge3_seal02_tn8+suc8,touch3,18,13,0.7222,12,9,0.7500,6,4,0.6667,False
alt_plus,ge3_seal02_tn8+suc8,hold_3d,23,15,0.6522,15,10,0.6667,8,5,0.6250,False
alt_plus,ge3_seal02_tn8+newh,maxc3,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+newh,hold_close,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+newh,hold_flat,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+newh,hold_touch3,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+newh,open_up,10,5,0.5000,2,1,0.5000,8,4,0.5000,False
alt_plus,ge3_seal02_tn8+newh,open_flat,10,7,0.7000,2,1,0.5000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+newh,touch3,10,7,0.7000,2,1,0.5000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+newh,hold_3d,11,7,0.6364,2,1,0.5000,9,6,0.6667,False
alt_plus,ge3_seal02_tn8+sub,maxc3,13,12,0.9231,8,7,0.8750,5,5,1.0000,False
alt_plus,ge3_seal02_tn8+sub,hold_close,13,11,0.8462,8,7,0.8750,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+sub,hold_flat,13,11,0.8462,8,7,0.8750,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+sub,hold_touch3,13,9,0.6923,8,4,0.5000,5,5,1.0000,False
alt_plus,ge3_seal02_tn8+sub,open_up,11,4,0.3636,7,3,0.4286,4,1,0.2500,False
alt_plus,ge3_seal02_tn8+sub,open_flat,11,4,0.3636,7,3,0.4286,4,1,0.2500,False
alt_plus,ge3_seal02_tn8+sub,touch3,11,7,0.6364,7,3,0.4286,4,4,1.0000,False
alt_plus,ge3_seal02_tn8+sub,hold_3d,12,6,0.5000,7,3,0.4286,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+mid,maxc3,17,15,0.8824,4,3,0.7500,13,12,0.9231,False
alt_plus,ge3_seal02_tn8+mid,hold_close,17,13,0.7647,4,3,0.7500,13,10,0.7692,False
alt_plus,ge3_seal02_tn8+mid,hold_flat,17,13,0.7647,4,3,0.7500,13,10,0.7692,False
alt_plus,ge3_seal02_tn8+mid,hold_touch3,17,14,0.8235,4,3,0.7500,13,11,0.8462,False
alt_plus,ge3_seal02_tn8+mid,open_up,15,4,0.2667,3,0,0.0000,12,4,0.3333,False
alt_plus,ge3_seal02_tn8+mid,open_flat,15,6,0.4000,3,1,0.3333,12,5,0.4167,False
alt_plus,ge3_seal02_tn8+mid,touch3,15,12,0.8000,3,2,0.6667,12,10,0.8333,False
alt_plus,ge3_seal02_tn8+mid,hold_3d,17,10,0.5882,4,3,0.7500,13,7,0.5385,False
alt_plus,ge3_seal02_tn8+fanbao,maxc3,2,2,1.0000,0,0,,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+fanbao,hold_close,2,2,1.0000,0,0,,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+fanbao,hold_flat,2,2,1.0000,0,0,,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+fanbao,hold_touch3,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+fanbao,open_up,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+fanbao,open_flat,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+fanbao,touch3,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+fanbao,hold_3d,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+not_fanbao,maxc3,47,39,0.8298,25,21,0.8400,22,18,0.8182,False
alt_plus,ge3_seal02_tn8+not_fanbao,hold_close,47,37,0.7872,25,21,0.8400,22,16,0.7273,False
alt_plus,ge3_seal02_tn8+not_fanbao,hold_flat,47,37,0.7872,25,21,0.8400,22,16,0.7273,False
alt_plus,ge3_seal02_tn8+not_fanbao,hold_touch3,47,37,0.7872,25,18,0.7200,22,19,0.8636,False
alt_plus,ge3_seal02_tn8+not_fanbao,open_up,40,13,0.3250,22,7,0.3182,18,6,0.3333,False
alt_plus,ge3_seal02_tn8+not_fanbao,open_flat,40,24,0.6000,22,14,0.6364,18,10,0.5556,False
alt_plus,ge3_seal02_tn8+not_fanbao,touch3,40,30,0.7500,22,15,0.6818,18,15,0.8333,False
alt_plus,ge3_seal02_tn8+not_fanbao,hold_3d,45,28,0.6222,24,16,0.6667,21,12,0.5714,False
alt_plus,ge3_seal02_tn8+stock_unbroken,maxc3,47,39,0.8298,25,21,0.8400,22,18,0.8182,False
alt_plus,ge3_seal02_tn8+stock_unbroken,hold_close,47,37,0.7872,25,21,0.8400,22,16,0.7273,False
alt_plus,ge3_seal02_tn8+stock_unbroken,hold_flat,47,37,0.7872,25,21,0.8400,22,16,0.7273,False
alt_plus,ge3_seal02_tn8+stock_unbroken,hold_touch3,47,37,0.7872,25,18,0.7200,22,19,0.8636,False
alt_plus,ge3_seal02_tn8+stock_unbroken,open_up,40,13,0.3250,22,7,0.3182,18,6,0.3333,False
alt_plus,ge3_seal02_tn8+stock_unbroken,open_flat,40,24,0.6000,22,14,0.6364,18,10,0.5556,False
alt_plus,ge3_seal02_tn8+stock_unbroken,touch3,40,30,0.7500,22,15,0.6818,18,15,0.8333,False
alt_plus,ge3_seal02_tn8+stock_unbroken,hold_3d,45,28,0.6222,24,16,0.6667,21,12,0.5714,False
alt_plus,ge3_seal02_tn8+stock_broken,maxc3,2,2,1.0000,0,0,,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+stock_broken,hold_close,2,2,1.0000,0,0,,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+stock_broken,hold_flat,2,2,1.0000,0,0,,2,2,1.0000,False
alt_plus,ge3_seal02_tn8+stock_broken,hold_touch3,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+stock_broken,open_up,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+stock_broken,open_flat,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+stock_broken,touch3,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+stock_broken,hold_3d,2,1,0.5000,0,0,,2,1,0.5000,False
alt_plus,ge3_seal02_tn8+eqH,maxc3,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+eqH,hold_close,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+eqH,hold_flat,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+eqH,hold_touch3,12,9,0.7500,2,1,0.5000,10,8,0.8000,False
alt_plus,ge3_seal02_tn8+eqH,open_up,10,5,0.5000,2,1,0.5000,8,4,0.5000,False
alt_plus,ge3_seal02_tn8+eqH,open_flat,10,7,0.7000,2,1,0.5000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+eqH,touch3,10,7,0.7000,2,1,0.5000,8,6,0.7500,False
alt_plus,ge3_seal02_tn8+eqH,hold_3d,11,7,0.6364,2,1,0.5000,9,6,0.6667,False
alt_plus,ge3_seal02_tn8+eqHm1,maxc3,13,12,0.9231,8,7,0.8750,5,5,1.0000,False
alt_plus,ge3_seal02_tn8+eqHm1,hold_close,13,11,0.8462,8,7,0.8750,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+eqHm1,hold_flat,13,11,0.8462,8,7,0.8750,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+eqHm1,hold_touch3,13,9,0.6923,8,4,0.5000,5,5,1.0000,False
alt_plus,ge3_seal02_tn8+eqHm1,open_up,11,4,0.3636,7,3,0.4286,4,1,0.2500,False
alt_plus,ge3_seal02_tn8+eqHm1,open_flat,11,4,0.3636,7,3,0.4286,4,1,0.2500,False
alt_plus,ge3_seal02_tn8+eqHm1,touch3,11,7,0.6364,7,3,0.4286,4,4,1.0000,False
alt_plus,ge3_seal02_tn8+eqHm1,hold_3d,12,6,0.5000,7,3,0.4286,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+belowH,maxc3,37,32,0.8649,23,20,0.8696,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+belowH,hold_close,37,30,0.8108,23,20,0.8696,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+belowH,hold_flat,37,30,0.8108,23,20,0.8696,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+belowH,hold_touch3,37,29,0.7838,23,17,0.7391,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+belowH,open_up,32,9,0.2812,20,6,0.3000,12,3,0.2500,False
alt_plus,ge3_seal02_tn8+belowH,open_flat,32,18,0.5625,20,13,0.6500,12,5,0.4167,False
alt_plus,ge3_seal02_tn8+belowH,touch3,32,24,0.7500,20,14,0.7000,12,10,0.8333,False
alt_plus,ge3_seal02_tn8+belowH,hold_3d,36,22,0.6111,22,15,0.6818,14,7,0.5000,False
alt_plus,ge3_seal02_tn8+ge5,maxc3,17,13,0.7647,11,8,0.7273,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+ge5,hold_close,17,13,0.7647,11,8,0.7273,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+ge5,hold_flat,17,13,0.7647,11,8,0.7273,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+ge5,hold_touch3,17,14,0.8235,11,9,0.8182,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+ge5,open_up,15,6,0.4000,10,3,0.3000,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+ge5,open_flat,15,10,0.6667,10,6,0.6000,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+ge5,touch3,15,12,0.8000,10,8,0.8000,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+ge5,hold_3d,16,11,0.6875,11,8,0.7273,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+eq4,maxc3,15,13,0.8667,10,10,1.0000,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+eq4,hold_close,15,13,0.8667,10,10,1.0000,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+eq4,hold_flat,15,13,0.8667,10,10,1.0000,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+eq4,hold_touch3,15,10,0.6667,10,6,0.6000,5,4,0.8000,False
alt_plus,ge3_seal02_tn8+eq4,open_up,12,4,0.3333,9,4,0.4444,3,0,0.0000,False
alt_plus,ge3_seal02_tn8+eq4,open_flat,12,9,0.7500,9,7,0.7778,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+eq4,touch3,12,7,0.5833,9,5,0.5556,3,2,0.6667,False
alt_plus,ge3_seal02_tn8+eq4,hold_3d,14,8,0.5714,9,5,0.5556,5,3,0.6000,False
alt_plus,ge3_seal02_tn8+amt_mid,maxc3,9,5,0.5556,3,1,0.3333,6,4,0.6667,False
alt_plus,ge3_seal02_tn8+amt_mid,hold_close,9,4,0.4444,3,1,0.3333,6,3,0.5000,False
alt_plus,ge3_seal02_tn8+amt_mid,hold_flat,9,4,0.4444,3,1,0.3333,6,3,0.5000,False
alt_plus,ge3_seal02_tn8+amt_mid,hold_touch3,9,6,0.6667,3,1,0.3333,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+amt_mid,open_up,7,1,0.1429,3,0,0.0000,4,1,0.2500,False
alt_plus,ge3_seal02_tn8+amt_mid,open_flat,7,3,0.4286,3,1,0.3333,4,2,0.5000,False
alt_plus,ge3_seal02_tn8+amt_mid,touch3,7,4,0.5714,3,1,0.3333,4,3,0.7500,False
alt_plus,ge3_seal02_tn8+amt_mid,hold_3d,9,5,0.5556,3,1,0.3333,6,4,0.6667,False
alt_plus,ge3_seal02_tn8+turn_mid,maxc3,39,34,0.8718,18,16,0.8889,21,18,0.8571,False
alt_plus,ge3_seal02_tn8+turn_mid,hold_close,39,32,0.8205,18,16,0.8889,21,16,0.7619,False
alt_plus,ge3_seal02_tn8+turn_mid,hold_flat,39,32,0.8205,18,16,0.8889,21,16,0.7619,False
alt_plus,ge3_seal02_tn8+turn_mid,hold_touch3,39,30,0.7692,18,13,0.7222,21,17,0.8095,False
alt_plus,ge3_seal02_tn8+turn_mid,open_up,32,12,0.3750,15,6,0.4000,17,6,0.3529,False
alt_plus,ge3_seal02_tn8+turn_mid,open_flat,32,19,0.5938,15,9,0.6000,17,10,0.5882,False
alt_plus,ge3_seal02_tn8+turn_mid,touch3,32,23,0.7188,15,10,0.6667,17,13,0.7647,False
alt_plus,ge3_seal02_tn8+turn_mid,hold_3d,37,23,0.6216,17,11,0.6471,20,12,0.6000,False
alt_plus,ge3_seal02_tn8+circ_mid,maxc3,41,35,0.8537,21,18,0.8571,20,17,0.8500,False
alt_plus,ge3_seal02_tn8+circ_mid,hold_close,41,33,0.8049,21,18,0.8571,20,15,0.7500,False
alt_plus,ge3_seal02_tn8+circ_mid,hold_flat,41,33,0.8049,21,18,0.8571,20,15,0.7500,False
alt_plus,ge3_seal02_tn8+circ_mid,hold_touch3,41,35,0.8537,21,18,0.8571,20,17,0.8500,False
alt_plus,ge3_seal02_tn8+circ_mid,open_up,35,13,0.3714,18,6,0.3333,17,7,0.4118,False
alt_plus,ge3_seal02_tn8+circ_mid,open_flat,35,22,0.6286,18,13,0.7222,17,9,0.5294,False
alt_plus,ge3_seal02_tn8+circ_mid,touch3,35,29,0.8286,18,15,0.8333,17,14,0.8235,False
alt_plus,ge3_seal02_tn8+circ_mid,hold_3d,40,27,0.6750,21,16,0.7619,19,11,0.5789,False
alt_plus,ge3_seal02_tn8+huanshou,maxc3,34,28,0.8235,16,13,0.8125,18,15,0.8333,False
alt_plus,ge3_seal02_tn8+huanshou,hold_close,34,26,0.7647,16,13,0.8125,18,13,0.7222,False
alt_plus,ge3_seal02_tn8+huanshou,hold_flat,34,26,0.7647,16,13,0.8125,18,13,0.7222,False
alt_plus,ge3_seal02_tn8+huanshou,hold_touch3,34,27,0.7941,16,11,0.6875,18,16,0.8889,False
alt_plus,ge3_seal02_tn8+huanshou,open_up,30,8,0.2667,14,4,0.2857,16,4,0.2500,False
alt_plus,ge3_seal02_tn8+huanshou,open_flat,30,15,0.5000,14,8,0.5714,16,7,0.4375,False
alt_plus,ge3_seal02_tn8+huanshou,touch3,30,23,0.7667,14,9,0.6429,16,14,0.8750,False
alt_plus,ge3_seal02_tn8+huanshou,hold_3d,33,20,0.6061,15,10,0.6667,18,10,0.5556,False
alt_plus,ge3_seal02_tn8+intact_unopened,maxc3,18,16,0.8889,9,8,0.8889,9,8,0.8889,False
alt_plus,ge3_seal02_tn8+intact_unopened,hold_close,18,14,0.7778,9,8,0.8889,9,6,0.6667,False
alt_plus,ge3_seal02_tn8+intact_unopened,hold_flat,18,14,0.7778,9,8,0.8889,9,6,0.6667,False
alt_plus,ge3_seal02_tn8+intact_unopened,hold_touch3,18,14,0.7778,9,7,0.7778,9,7,0.7778,False
alt_plus,ge3_seal02_tn8+intact_unopened,open_up,17,5,0.2941,8,2,0.2500,9,3,0.3333,False
alt_plus,ge3_seal02_tn8+intact_unopened,open_flat,17,10,0.5882,8,5,0.6250,9,5,0.5556,False
alt_plus,ge3_seal02_tn8+intact_unopened,touch3,17,13,0.7647,8,6,0.7500,9,7,0.7778,False
alt_plus,ge3_seal02_tn8+intact_unopened,hold_3d,18,12,0.6667,9,7,0.7778,9,5,0.5556,False
alt_plus,ge3_seal02_tn8+intact_tn8,maxc3,29,24,0.8276,14,11,0.7857,15,13,0.8667,False
alt_plus,ge3_seal02_tn8+intact_tn8,hold_close,29,22,0.7586,14,11,0.7857,15,11,0.7333,False
alt_plus,ge3_seal02_tn8+intact_tn8,hold_flat,29,22,0.7586,14,11,0.7857,15,11,0.7333,False
alt_plus,ge3_seal02_tn8+intact_tn8,hold_touch3,29,23,0.7931,14,10,0.7143,15,13,0.8667,False
alt_plus,ge3_seal02_tn8+intact_tn8,open_up,27,9,0.3333,13,3,0.2308,14,6,0.4286,False
alt_plus,ge3_seal02_tn8+intact_tn8,open_flat,27,17,0.6296,13,8,0.6154,14,9,0.6429,False
alt_plus,ge3_seal02_tn8+intact_tn8,touch3,27,21,0.7778,13,9,0.6923,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+intact_tn8,hold_3d,28,17,0.6071,14,9,0.6429,14,8,0.5714,False
alt_plus,ge3_seal02_tn8+unopened_tn8,maxc3,27,24,0.8889,13,12,0.9231,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+unopened_tn8,hold_close,27,22,0.8148,13,12,0.9231,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+unopened_tn8,hold_flat,27,22,0.8148,13,12,0.9231,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+unopened_tn8,hold_touch3,27,22,0.8148,13,10,0.7692,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+unopened_tn8,open_up,24,8,0.3333,12,5,0.4167,12,3,0.2500,False
alt_plus,ge3_seal02_tn8+unopened_tn8,open_flat,24,13,0.5417,12,8,0.6667,12,5,0.4167,False
alt_plus,ge3_seal02_tn8+unopened_tn8,touch3,24,19,0.7917,12,9,0.7500,12,10,0.8333,False
alt_plus,ge3_seal02_tn8+unopened_tn8,hold_3d,26,18,0.6923,12,10,0.8333,14,8,0.5714,False
alt_plus,ge3_seal02_tn8+unopened_seal03,maxc3,8,6,0.7500,4,3,0.7500,4,3,0.7500,False
alt_plus,ge3_seal02_tn8+unopened_seal03,hold_close,8,5,0.6250,4,3,0.7500,4,2,0.5000,False
alt_plus,ge3_seal02_tn8+unopened_seal03,hold_flat,8,5,0.6250,4,3,0.7500,4,2,0.5000,False
alt_plus,ge3_seal02_tn8+unopened_seal03,hold_touch3,8,6,0.7500,4,3,0.7500,4,3,0.7500,False
alt_plus,ge3_seal02_tn8+unopened_seal03,open_up,7,3,0.4286,3,2,0.6667,4,1,0.2500,False
alt_plus,ge3_seal02_tn8+unopened_seal03,open_flat,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_seal02_tn8+unopened_seal03,touch3,7,5,0.7143,3,2,0.6667,4,3,0.7500,False
alt_plus,ge3_seal02_tn8+unopened_seal03,hold_3d,8,6,0.7500,4,3,0.7500,4,3,0.7500,False
alt_plus,ge3_seal02_tn8+intact_seal03,maxc3,11,8,0.7273,4,2,0.5000,7,6,0.8571,False
alt_plus,ge3_seal02_tn8+intact_seal03,hold_close,11,7,0.6364,4,2,0.5000,7,5,0.7143,False
alt_plus,ge3_seal02_tn8+intact_seal03,hold_flat,11,7,0.6364,4,2,0.5000,7,5,0.7143,False
alt_plus,ge3_seal02_tn8+intact_seal03,hold_touch3,11,8,0.7273,4,2,0.5000,7,6,0.8571,False
alt_plus,ge3_seal02_tn8+intact_seal03,open_up,9,3,0.3333,3,1,0.3333,6,2,0.3333,False
alt_plus,ge3_seal02_tn8+intact_seal03,open_flat,9,6,0.6667,3,1,0.3333,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+intact_seal03,touch3,9,6,0.6667,3,1,0.3333,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+intact_seal03,hold_3d,10,7,0.7000,4,2,0.5000,6,5,0.8333,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,maxc3,26,23,0.8846,13,12,0.9231,13,11,0.8462,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,hold_close,26,21,0.8077,13,12,0.9231,13,9,0.6923,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,hold_flat,26,21,0.8077,13,12,0.9231,13,9,0.6923,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,hold_touch3,26,21,0.8077,13,10,0.7692,13,11,0.8462,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,open_up,23,8,0.3478,12,5,0.4167,11,3,0.2727,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,open_flat,23,13,0.5652,12,8,0.6667,11,5,0.4545,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,touch3,23,18,0.7826,12,9,0.7500,11,9,0.8182,False
alt_plus,ge3_seal02_tn8+stock_unbroken_unopened,hold_3d,25,18,0.7200,12,10,0.8333,13,8,0.6154,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,maxc3,47,39,0.8298,25,21,0.8400,22,18,0.8182,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,hold_close,47,37,0.7872,25,21,0.8400,22,16,0.7273,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,hold_flat,47,37,0.7872,25,21,0.8400,22,16,0.7273,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,hold_touch3,47,37,0.7872,25,18,0.7200,22,19,0.8636,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,open_up,40,13,0.3250,22,7,0.3182,18,6,0.3333,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,open_flat,40,24,0.6000,22,14,0.6364,18,10,0.5556,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,touch3,40,30,0.7500,22,15,0.6818,18,15,0.8333,False
alt_plus,ge3_seal02_tn8+stock_unbroken_tn8,hold_3d,45,28,0.6222,24,16,0.6667,21,12,0.5714,False
alt_plus,ge3_seal02_tn8+early_unopened,maxc3,25,22,0.8800,12,11,0.9167,13,11,0.8462,False
alt_plus,ge3_seal02_tn8+early_unopened,hold_close,25,20,0.8000,12,11,0.9167,13,9,0.6923,False
alt_plus,ge3_seal02_tn8+early_unopened,hold_flat,25,20,0.8000,12,11,0.9167,13,9,0.6923,False
alt_plus,ge3_seal02_tn8+early_unopened,hold_touch3,25,20,0.8000,12,9,0.7500,13,11,0.8462,False
alt_plus,ge3_seal02_tn8+early_unopened,open_up,22,8,0.3636,11,5,0.4545,11,3,0.2727,False
alt_plus,ge3_seal02_tn8+early_unopened,open_flat,22,12,0.5455,11,7,0.6364,11,5,0.4545,False
alt_plus,ge3_seal02_tn8+early_unopened,touch3,22,17,0.7727,11,8,0.7273,11,9,0.8182,False
alt_plus,ge3_seal02_tn8+early_unopened,hold_3d,24,17,0.7083,11,9,0.8182,13,8,0.6154,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,maxc3,27,24,0.8889,13,12,0.9231,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,hold_close,27,22,0.8148,13,12,0.9231,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,hold_flat,27,22,0.8148,13,12,0.9231,14,10,0.7143,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,hold_touch3,27,22,0.8148,13,10,0.7692,14,12,0.8571,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,open_up,24,8,0.3333,12,5,0.4167,12,3,0.2500,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,open_flat,24,13,0.5417,12,8,0.6667,12,5,0.4167,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,touch3,24,19,0.7917,12,9,0.7500,12,10,0.8333,False
alt_plus,ge3_seal02_tn8+ge4_tn8_unopened,hold_3d,26,18,0.6923,12,10,0.8333,14,8,0.5714,False
alt_base,ge4_seal02_tn8,maxc3,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_base,ge4_seal02_tn8,hold_close,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_base,ge4_seal02_tn8,hold_flat,32,26,0.8125,21,18,0.8571,11,8,0.7273,False
alt_base,ge4_seal02_tn8,hold_touch3,32,24,0.7500,21,15,0.7143,11,9,0.8182,False
alt_base,ge4_seal02_tn8,open_up,27,10,0.3704,19,7,0.3684,8,3,0.3750,False
alt_base,ge4_seal02_tn8,open_flat,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_base,ge4_seal02_tn8,touch3,27,19,0.7037,19,13,0.6842,8,6,0.7500,False
alt_base,ge4_seal02_tn8,hold_3d,30,19,0.6333,20,13,0.6500,10,6,0.6000,False
alt_plus,ge4_seal02_tn8+intact,maxc3,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+intact,hold_close,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+intact,hold_flat,19,14,0.7368,12,9,0.7500,7,5,0.7143,False
alt_plus,ge4_seal02_tn8+intact,hold_touch3,19,14,0.7368,12,8,0.6667,7,6,0.8571,False
alt_plus,ge4_seal02_tn8+intact,open_up,17,6,0.3529,11,3,0.2727,6,3,0.5000,False
alt_plus,ge4_seal02_tn8+intact,open_flat,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+intact,touch3,17,12,0.7059,11,7,0.6364,6,5,0.8333,False
alt_plus,ge4_seal02_tn8+intact,hold_3d,18,11,0.6111,12,7,0.5833,6,4,0.6667,False
alt_plus,ge4_seal02_tn8+absent,maxc3,13,12,0.9231,9,9,1.0000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+absent,hold_close,13,12,0.9231,9,9,1.0000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+absent,hold_flat,13,12,0.9231,9,9,1.0000,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+absent,hold_touch3,13,10,0.7692,9,7,0.7778,4,3,0.7500,False
alt_plus,ge4_seal02_tn8+absent,open_up,10,4,0.4000,8,4,0.5000,2,0,0.0000,False
alt_plus,ge4_seal02_tn8+absent,open_flat,10,7,0.7000,8,6,0.7500,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+absent,touch3,10,7,0.7000,8,6,0.7500,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+absent,hold_3d,12,8,0.6667,8,6,0.7500,4,2,0.5000,False
alt_plus,ge4_seal02_tn8+drop,maxc3,11,11,1.0000,9,9,1.0000,2,2,1.0000,False
alt_plus,ge4_seal02_tn8+drop,hold_close,11,11,1.0000,9,9,1.0000,2,2,1.0000,False
alt_plus,ge4_seal02_tn8+drop,hold_flat,11,11,1.0000,9,9,1.0000,2,2,1.0000,False
alt_plus,ge4_seal02_tn8+drop,hold_touch3,11,8,0.7273,9,7,0.7778,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+drop,open_up,9,4,0.4444,8,4,0.5000,1,0,0.0000,False
alt_plus,ge4_seal02_tn8+drop,open_flat,9,7,0.7778,8,6,0.7500,1,1,1.0000,False
alt_plus,ge4_seal02_tn8+drop,touch3,9,6,0.6667,8,6,0.7500,1,0,0.0000,False
alt_plus,ge4_seal02_tn8+drop,hold_3d,10,7,0.7000,8,6,0.7500,2,1,0.5000,False
alt_plus,ge4_seal02_tn8+not_drop,maxc3,21,15,0.7143,12,9,0.7500,9,6,0.6667,False
alt_plus,ge4_seal02_tn8+not_drop,hold_close,21,15,0.7143,12,9,0.7500,9,6,0.6667,False
alt_plus,ge4_seal02_tn8+not_drop,hold_flat,21,15,0.7143,12,9,0.7500,9,6,0.6667,False
alt_plus,ge4_seal02_tn8+not_drop,hold_touch3,21,16,0.7619,12,8,0.6667,9,8,0.8889,False
